number	aSeq	aType	ai	aj	bSeq	bType	bi	bj	aPeak	bPeak
1086	SC35M_PB1	HA5_1	625	725	SC35M_NP	HA5_1	800	875	647	823
1087	SC35M_PB1	wt	650	725	SC35M_NP	wt	1050	1125	688	1082
1088	SC35M_PB1	wt	900	975	SC35M_NP	wt	450	550	945	501
1089	SC35M_PB1	wt	1000	1100	SC35M_NP	wt	450	550	1052	501
1090	SC35M_PB1	wt	850	950	SC35M_NP	wt	825	925	930	897
1091	SC35M_PB1	wt	800	850	SC35M_NP	wt	1050	1100	823	1082
1092	SC35M_PB1	H2	800	850	SC35M_NP	H2	1125	1175	827	1131
1093	SC35M_PB1	wt	1050	1100	SC35M_NP	wt	925	1000	1080	952
1094	SC35M_PB1	wt	875	950	SC35M_NP	wt	1400	1475	934	1414
1095	SC35M_PB1	wt	1200	1275	SC35M_NP	wt	175	225	1238	207
1096	SC35M_PB1	wt	1200	1275	SC35M_NP	wt	450	525	1238	506
1097	SC35M_PB1	wt	1200	1275	SC35M_NP	wt	525	600	1238	562
1098	SC35M_PB1	wt	1350	1425	SC35M_NP	wt	450	525	1389	481
1099	SC35M_PB1	wt	1350	1400	SC35M_NP	wt	600	650	1385	630
1100	SC35M_PB1	wt	1375	1450	SC35M_NP	wt	850	925	1409	875
1101	SC35M_PB1	wt	1467	1525	SC35M_NP	wt	850	925	1481	876
1102	SC35M_PB1	wt	1300	1400	SC35M_NP	wt	1050	1125	1359	1100
1103	SC35M_PB1	wt	1500	1575	SC35M_NP	wt	475	525	1550	500
1104	SC35M_PB1	wt	1625	1675	SC35M_NP	wt	475	525	1648	501
1105	SC35M_PB1	wt	1775	1850	SC35M_NP	wt	450	525	1814	473
1106	SC35M_PB1	wt	1675	1750	SC35M_NP	wt	825	900	1734	872
1107	SC35M_PB1	H2	1785	1825	SC35M_NP	H2	825	900	1785	871
1108	SC35M_PB1	wt	1625	1700	SC35M_NP	wt	1175	1250	1663	1210
1109	SC35M_PB1	wt	1800	1875	SC35M_NP	wt	1300	1400	1854	1358
1110	SC35M_PB1	wt	1925	2000	SC35M_NP	wt	425	525	1961	506
1111	SC35M_PB1	wt	2025	2100	SC35M_NP	wt	525	600	2071	560
1112	SC35M_PB1	wt	2125	2175	SC35M_NP	wt	450	525	2150	473
1113	SC35M_PB1	wt	2075	2125	SC35M_NP	wt	700	775	2103	741
1114	SC35M_PB1	wt	1975	2025	SC35M_NP	wt	1175	1250	2021	1222
1115	SC35M_PB1	wt	225	325	SC35M_NP	wt	1225	1325	282	1272
1116	SC35M_PB1	wt	275	350	SC35M_NP	wt	1400	1475	319	1429
1117	SC35M_PB1	wt	2000	2075	SC35M_NP	wt	600	675	2039	629
1118	SC35M_PB1	H4	250	350	SC35M_NP	H4	450	537	304	514
1119	SC35M_PB1	wt	225	325	SC35M_NP	wt	825	925	264	866
1120	SC35M_PB1	wt	50	125	SC35M_NP	wt	1300	1400	87	1344
1121	SC35M_PB1	wt	125	200	SC35M_NP	wt	1375	1475	153	1413
1122	SC35M_PB1	wt	650	725	SC35M_NP	wt	1225	1325	717	1266
1123	SC35M_PB1	wt	725	800	SC35M_NP	wt	1225	1300	776	1240
1124	SC35M_PB1	wt	875	950	SC35M_NP	wt	1225	1300	923	1249
1125	SC35M_PB1	wt	875	950	SC35M_NP	wt	1300	1375	934	1364
1126	SC35M_PB1	wt	1025	1100	SC35M_NP	wt	1300	1400	1055	1364
1127	SC35M_PB1	wt	1100	1200	SC35M_NP	wt	800	875	1174	826
1128	SC35M_PB1	wt	1200	1300	SC35M_NP	wt	1300	1400	1239	1350
1129	SC35M_PB1	wt	1300	1400	SC35M_NP	wt	1300	1400	1368	1313
1130	SC35M_PB1	wt	1325	1400	SC35M_NP	wt	250	325	1368	266
1131	SC35M_PB1	wt	1475	1550	SC35M_NP	wt	200	275	1521	223
1132	SC35M_PB1	wt	1625	1700	SC35M_NP	wt	250	325	1667	286
1133	SC35M_PB1	wt	1775	1850	SC35M_NP	wt	925	1025	1805	957
1134	SC35M_PB1	wt	1975	2075	SC35M_NP	wt	175	275	2017	227
1135	SC35M_PB1	wt	1950	2050	SC35M_NP	wt	700	775	2046	743
1136	SC35M_PB1	wt	2175	2250	SC35M_NP	wt	975	1050	2220	999
1137	SC35M_PB1	wt	1400	1475	SC35M_NP	wt	600	675	1400	629
1138	SC35M_PB1	H2	350	400	SC35M_NP	H2	1100	1150	378	1149
1139	SC35M_PB1	H2	350	400	SC35M_NP	H2	1150	1200	378	1150
1140	SC35M_PB1	H2	1325	1375	SC35M_NP	H2	1150	1200	1359	1150
1141	SC35M_PB1	H1	2250	2300	SC35M_NP	H1	825	875	2280	842
1142	SC35M_PB1	wt	250	325	SC35M_NS	wt	475	575	294	530
1143	SC35M_PB1	wt	575	625	SC35M_NS	wt	50	100	614	72
1144	SC35M_PB1	wt	625	675	SC35M_NS	wt	25	100	659	71
1145	SC35M_PB1	wt	575	625	SC35M_NS	wt	100	150	600	117
1146	SC35M_PB1	wt	475	550	SC35M_NS	wt	250	325	521	289
1147	SC35M_PB1	wt	600	675	SC35M_NS	wt	250	325	641	281
1148	SC35M_PB1	wt	500	550	SC35M_NS	wt	725	775	545	748
1149	SC35M_PB1	wt	700	775	SC35M_NS	wt	500	550	738	523
1150	SC35M_PB1	wt	625	675	SC35M_NS	wt	575	625	657	609
1151	SC35M_PB1	wt	450	500	SC35M_NS	wt	575	650	478	609
1152	SC35M_PB1	wt	550	600	SC35M_NS	wt	725	775	577	748
1153	SC35M_PB1	wt	500	550	SC35M_NS	wt	775	825	527	793
1154	SC35M_PB1	wt	625	675	SC35M_NS	wt	825	890	655	853
1155	SC35M_PB1	wt	800	850	SC35M_NS	wt	25	125	828	53
1156	SC35M_PB1	wt	900	975	SC35M_NS	wt	25	100	938	69
1157	SC35M_PB1	wt	775	850	SC35M_NS	wt	250	325	809	289
1158	SC35M_PB1	wt	875	950	SC35M_NS	wt	325	425	923	377
1159	SC35M_PB1	wt	900	950	SC35M_NS	wt	500	550	935	526
1160	SC35M_PB1	wt	1025	1075	SC35M_NS	wt	675	750	1055	703
1161	SC35M_PB1	wt	1075	1150	SC35M_NS	wt	275	350	1114	293
1162	SC35M_PB1	wt	1200	1275	SC35M_NS	wt	500	575	1243	531
1163	SC35M_PB1	wt	1425	1475	SC35M_NS	wt	25	125	1443	57
1164	SC35M_PB1	wt	1500	1575	SC35M_NS	wt	75	150	1544	117
1165	SC35M_PB1	wt	1550	1625	SC35M_NS	wt	300	375	1596	343
1166	SC35M_PB1	wt	1300	1400	SC35M_NS	wt	625	675	1354	654
1167	SC35M_PB1	wt	1325	1400	SC35M_NS	wt	700	725	1356	700
1168	SC35M_PB1	wt	1800	1875	SC35M_NS	wt	25	125	1853	66
1169	SC35M_PB1	wt	2050	2125	SC35M_NS	wt	150	200	2101	173
1170	SC35M_PB1	wt	1900	1975	SC35M_NS	wt	275	325	1923	303
1171	SC35M_PB1	wt	1800	1875	SC35M_NS	wt	350	400	1830	369
1172	SC35M_PB1	wt	2000	2075	SC35M_NS	wt	350	425	2026	370
1173	SC35M_PB1	HAmtoNAterm	2100	2175	SC35M_NS	HAmtoNAterm	425	475	2128	467
1174	SC35M_PB1	wt	2000	2075	SC35M_NS	wt	500	550	2022	526
1175	SC35M_PB1	wt	1800	1875	SC35M_NS	wt	500	550	1843	529
1176	SC35M_PB1	wt	550	625	SC35M_NS	wt	325	400	550	326
1177	SC35M_PB1	wt	625	725	SC35M_NS	wt	325	400	689	338
1178	SC35M_PB1	wt	1675	1750	SC35M_NS	wt	325	400	1712	374
1179	SC35M_PB1	wt	1775	1850	SC35M_NS	wt	150	225	1816	182
1180	SC35M_PB1	wt	500	550	SC35M_NS	wt	500	550	528	526
1181	SC35M_PB1	wt	550	600	SC35M_NS	wt	500	550	577	523
1182	SC35M_PB1	8xmut	1225	1300	SC35M_NS	8xmut	250	325	1264	288
1183	SC35M_PB1	8xmut	1375	1425	SC35M_NS	8xmut	250	325	1407	283
1184	SC35M_PB1	H2	1975	2025	SC35M_NS	H2	700	800	2020	742
1185	SC35M_PB1	H1	1550	1625	SC35M_NS	H1	400	425	1592	400
1186	SC35M_PB1	wt	150	225	SC35M_PA	wt	150	200	191	177
1187	SC35M_PB1	wt	50	125	SC35M_PA	wt	250	325	92	287
1188	SC35M_PB1	wt	375	425	SC35M_PA	wt	175	250	407	221
1189	SC35M_PB1	wt	75	125	SC35M_PA	wt	875	925	110	899
1190	SC35M_PB1	wt	112	175	SC35M_PA	wt	1550	1625	148	1597
1191	SC35M_PB1	wt	275	325	SC35M_PA	wt	1525	1575	309	1555
1192	SC35M_PB1	wt	75	175	SC35M_PA	wt	1650	1725	128	1711
1193	SC35M_PB1	wt	50	100	SC35M_PA	wt	1725	1800	91	1770
1194	SC35M_PB1	wt	250	325	SC35M_PA	wt	1975	2050	299	2019
1195	SC35M_PB1	wt	250	350	SC35M_PA	wt	2100	2150	322	2123
1196	SC35M_PB1	wt	500	600	SC35M_PA	wt	125	200	566	176
1197	SC35M_PB1	wt	500	550	SC35M_PA	wt	300	350	527	313
1198	SC35M_PB1	wt	500	550	SC35M_PA	wt	400	475	531	455
1199	SC35M_PB1	wt	475	575	SC35M_PA	wt	800	900	527	848
1200	SC35M_PB1	wt	625	725	SC35M_PA	wt	825	900	688	856
1201	SC35M_PB1	wt	425	500	SC35M_PA	wt	1025	1100	462	1052
1202	SC35M_PB1	wt	500	560	SC35M_PA	wt	1575	1650	531	1608
1203	SC35M_PB1	wt	560	625	SC35M_PA	wt	1575	1650	594	1608
1204	SC35M_PB1	wt	500	575	SC35M_PA	wt	1750	1825	531	1787
1205	SC35M_PB1	wt	450	550	SC35M_PA	wt	2025	2075	525	2073
1206	SC35M_PB1	HA5_1	475	550	SC35M_PA	HA5_1	2100	2150	528	2120
1207	SC35M_PB1	wt	625	700	SC35M_PA	wt	1975	2075	667	2024
1208	SC35M_PB1	wt	900	950	SC35M_PA	wt	50	100	933	71
1209	SC35M_PB1	wt	925	975	SC35M_PA	wt	150	200	954	182
1210	SC35M_PB1	wt	775	850	SC35M_PA	wt	725	800	822	770
1211	SC35M_PB1	wt	775	850	SC35M_PA	wt	950	1025	822	989
1212	SC35M_PB1	wt	750	825	SC35M_PA	wt	1350	1425	790	1399
1213	SC35M_PB1	wt	900	975	SC35M_PA	wt	1425	1500	938	1468
1214	SC35M_PB1	wt	875	950	SC35M_PA	wt	1600	1700	917	1650
1215	SC35M_PB1	wt	775	825	SC35M_PA	wt	1650	1725	809	1671
1216	SC35M_PB1	wt	775	875	SC35M_PA	wt	1975	2075	821	2024
1217	SC35M_PB1	wt	725	775	SC35M_PA	wt	2100	2150	756	2127
1218	SC35M_PB1	wt	1350	1425	SC35M_PA	wt	200	275	1380	226
1219	SC35M_PB1	wt	1175	1250	SC35M_PA	wt	400	450	1209	426
1220	SC35M_PB1	wt	1325	1375	SC35M_PA	wt	350	425	1354	389
1221	SC35M_PB1	wt	1325	1400	SC35M_PA	wt	525	600	1369	550
1222	SC35M_PB1	wt	1050	1100	SC35M_PA	wt	650	725	1078	698
1223	SC35M_PB1	wt	1100	1150	SC35M_PA	wt	850	925	1133	885
1224	SC35M_PB1	wt	1225	1300	SC35M_PA	wt	850	950	1265	899
1225	SC35M_PB1	wt	1325	1400	SC35M_PA	wt	850	950	1354	901
1226	SC35M_PB1	wt	1325	1400	SC35M_PA	wt	1125	1200	1363	1154
1227	SC35M_PB1	wt	1200	1275	SC35M_PA	wt	1475	1575	1239	1535
1228	SC35M_PB1	wt	1000	1075	SC35M_PA	wt	1650	1725	1046	1696
1229	SC35M_PB1	wt	1250	1325	SC35M_PA	wt	1625	1725	1283	1672
1230	SC35M_PB1	wt	1675	1725	SC35M_PA	wt	200	275	1699	246
1231	SC35M_PB1	wt	1725	1800	SC35M_PA	wt	650	725	1764	686
1232	SC35M_PB1	wt	1475	1525	SC35M_PA	wt	750	800	1498	773
1233	SC35M_PB1	wt	1550	1625	SC35M_PA	wt	825	875	1592	854
1234	SC35M_PB1	wt	1625	1700	SC35M_PA	wt	950	1000	1670	968
1235	SC35M_PB1	wt	1550	1625	SC35M_PA	wt	1150	1225	1592	1188
1236	SC35M_PB1	wt	1475	1550	SC35M_PA	wt	1225	1325	1507	1274
1237	SC35M_PB1	wt	1400	1475	SC35M_PA	wt	1450	1525	1437	1485
1238	SC35M_PB1	wt	1650	1725	SC35M_PA	wt	1575	1675	1676	1614
1239	SC35M_PB1	wt	1450	1525	SC35M_PA	wt	1650	1725	1485	1704
1240	SC35M_PB1	wt	1925	2000	SC35M_PA	wt	275	375	1958	319
1241	SC35M_PB1	wt	2100	2200	SC35M_PA	wt	625	725	2152	681
1242	SC35M_PB1	wt	2000	2075	SC35M_PA	wt	725	800	2053	754
1243	SC35M_PB1	wt	2125	2225	SC35M_PA	wt	800	875	2169	827
1244	SC35M_PB1	wt	2025	2050	SC35M_PA	wt	875	900	2046	899
1245	SC35M_PB1	wt	1975	2050	SC35M_PA	wt	1350	1425	2007	1392
1246	SC35M_PB1	wt	2100	2175	SC35M_PA	wt	1625	1725	2137	1682
1247	SC35M_PB1	wt	2000	2050	SC35M_PA	wt	1925	1950	2017	1938
1248	SC35M_PB1	wt	1950	2000	SC35M_PA	wt	1975	2050	1964	1988
1249	SC35M_PB1	wt	1950	2000	SC35M_PA	wt	825	850	1986	849
1250	SC35M_PB1	wt	75	150	SC35M_PA	wt	150	200	149	177
1251	SC35M_PB1	wt	50	112	SC35M_PA	wt	1550	1625	111	1586
1252	SC35M_PB1	wt	775	850	SC35M_PA	wt	800	875	811	850
1253	SC35M_PB1	wt	900	950	SC35M_PA	wt	800	900	935	879
1254	SC35M_PB1	wt	1325	1375	SC35M_PA	wt	1575	1675	1326	1649
1255	SC35M_PB1	4xmut	475	550	SC35M_PA	4xmut	650	725	515	695
1256	SC35M_PB1	H2	75	125	SC35M_PA	H2	325	400	112	358
1257	SC35M_PB1	H2	325	375	SC35M_PA	H2	350	400	354	360
1258	SC35M_PB1	H2	250	300	SC35M_PA	H2	450	500	265	460
1259	SC35M_PB1	H1	125	175	SC35M_PA	H1	1625	1685	134	1651
1260	SC35M_PB1	H2	500	550	SC35M_PA	H2	2190	2225	532	2191
1261	SC35M_PB1	H2	800	850	SC35M_PA	H2	2100	2175	802	2147
1262	SC35M_PB1	H2	1100	1175	SC35M_PA	H2	1025	1100	1137	1049
1263	SC35M_PB1	H2	1275	1310	SC35M_PA	H2	1125	1200	1305	1143
1264	SC35M_PB1	H2	1500	1575	SC35M_PA	H2	2150	2225	1551	2182
1265	SC35M_PB1	H2	2200	2275	SC35M_PA	H2	2125	2200	2234	2144
1266	SC35M_PB1	H2	2275	2325	SC35M_PA	H2	1075	1125	2311	1103
1267	SC35M_PB1	HA5_1	75	125	SC35M_PA	HA5_1	1875	1900	117	1894
1268	SC35M_PB2	wt	150	200	SC35M_HA	wt	25	75	185	52
1269	SC35M_PB2	wt	75	125	SC35M_HA	wt	150	200	96	174
1270	SC35M_PB2	wt	275	350	SC35M_HA	wt	75	150	308	127
1271	SC35M_PB2	H2	25	75	SC35M_HA	H2	850	925	71	884
1272	SC35M_PB2	wt	125	200	SC35M_HA	wt	900	975	179	932
1273	SC35M_PB2	wt	275	350	SC35M_HA	wt	950	1025	311	985
1274	SC35M_PB2	wt	325	375	SC35M_HA	wt	1125	1175	354	1143
1275	SC35M_PB2	wt	300	400	SC35M_HA	wt	1300	1375	343	1348
1276	SC35M_PB2	wt	125	165	SC35M_HA	wt	1600	1675	156	1639
1277	SC35M_PB2	wt	250	325	SC35M_HA	wt	1600	1675	261	1635
1278	SC35M_PB2	wt	350	425	SC35M_HA	wt	1600	1650	398	1635
1279	SC35M_PB2	wt	425	500	SC35M_HA	wt	175	250	480	210
1280	SC35M_PB2	wt	575	650	SC35M_HA	wt	250	325	610	289
1281	SC35M_PB2	wt	725	800	SC35M_HA	wt	250	325	767	286
1282	SC35M_PB2	wt	450	500	SC35M_HA	wt	825	875	475	855
1283	SC35M_PB2	wt	450	525	SC35M_HA	wt	950	1025	502	983
1284	SC35M_PB2	wt	600	650	SC35M_HA	wt	1025	1100	626	1062
1285	SC35M_PB2	wt	450	525	SC35M_HA	wt	1375	1450	482	1414
1286	SC35M_PB2	wt	650	675	SC35M_HA	wt	1375	1400	663	1381
1287	SC35M_PB2	wt	625	675	SC35M_HA	wt	1600	1675	655	1646
1288	SC35M_PB2	wt	975	1050	SC35M_HA	wt	125	200	1014	161
1289	SC35M_PB2	wt	950	1025	SC35M_HA	wt	300	375	1001	342
1290	SC35M_PB2	wt	825	875	SC35M_HA	wt	475	550	854	504
1291	SC35M_PB2	wt	975	1050	SC35M_HA	wt	500	550	1031	534
1292	SC35M_PB2	wt	750	825	SC35M_HA	wt	650	725	789	682
1293	SC35M_PB2	wt	950	1025	SC35M_HA	wt	650	725	1000	697
1294	SC35M_PB2	wt	825	875	SC35M_HA	wt	875	950	852	894
1295	SC35M_PB2	wt	950	1025	SC35M_HA	wt	950	1100	1002	1027
1296	SC35M_PB2	wt	800	875	SC35M_HA	wt	1100	1150	816	1122
1297	SC35M_PB2	wt	825	900	SC35M_HA	wt	1150	1200	852	1159
1298	SC35M_PB2	wt	825	875	SC35M_HA	wt	1300	1375	852	1344
1299	SC35M_PB2	wt	1000	1050	SC35M_HA	wt	1275	1350	1036	1314
1300	SC35M_PB2	wt	950	1025	SC35M_HA	wt	1400	1500	1001	1446
1301	SC35M_PB2	wt	750	825	SC35M_HA	wt	1600	1675	802	1630
1302	SC35M_PB2	wt	950	1050	SC35M_HA	wt	1600	1675	1000	1640
1303	SC35M_PB2	wt	1125	1200	SC35M_HA	wt	250	325	1168	283
1304	SC35M_PB2	wt	1075	1137	SC35M_HA	wt	725	800	1121	764
1305	SC35M_PB2	wt	1200	1275	SC35M_HA	wt	675	750	1230	713
1306	SC35M_PB2	wt	1325	1400	SC35M_HA	wt	175	225	1358	208
1307	SC35M_PB2	wt	1550	1600	SC35M_HA	wt	100	175	1571	141
1308	SC35M_PB2	8xmut	1475	1575	SC35M_HA	8xmut	225	325	1520	266
1309	SC35M_PB2	wt	1350	1400	SC35M_HA	wt	375	450	1388	413
1310	SC35M_PB2	8xmut	1500	1625	SC35M_HA	8xmut	500	575	1571	532
1311	SC35M_PB2	8xmut	1475	1575	SC35M_HA	8xmut	725	800	1509	787
1312	SC35M_PB2	wt	1325	1400	SC35M_HA	wt	950	1025	1365	993
1313	SC35M_PB2	wt	1450	1525	SC35M_HA	wt	1125	1200	1498	1167
1314	SC35M_PB2	wt	1475	1525	SC35M_HA	wt	1300	1375	1505	1322
1315	SC35M_PB2	wt	1575	1625	SC35M_HA	wt	1600	1650	1607	1614
1316	SC35M_PB2	wt	1850	1925	SC35M_HA	wt	100	175	1888	141
1317	SC35M_PB2	wt	1875	1950	SC35M_HA	wt	175	225	1920	200
1318	SC35M_PB2	wt	1875	1950	SC35M_HA	wt	300	350	1928	328
1319	SC35M_PB2	wt	1850	1925	SC35M_HA	wt	600	650	1895	624
1320	SC35M_PB2	wt	1950	2025	SC35M_HA	wt	850	925	1991	879
1321	SC35M_PB2	wt	1975	2050	SC35M_HA	wt	950	1025	2019	992
1322	SC35M_PB2	wt	1875	1925	SC35M_HA	wt	950	1025	1890	986
1323	SC35M_PB2	wt	1900	1950	SC35M_HA	wt	1125	1150	1928	1143
1324	SC35M_PB2	wt	1850	1900	SC35M_HA	wt	1400	1475	1888	1429
1325	SC35M_PB2	wt	1975	2025	SC35M_HA	wt	1400	1475	1992	1435
1326	SC35M_PB2	wt	2050	2125	SC35M_HA	wt	600	650	2097	618
1327	SC35M_PB2	8xmut	2167	2250	SC35M_HA	8xmut	500	575	2193	533
1328	SC35M_PB2	wt	2175	2250	SC35M_HA	wt	725	800	2208	765
1329	SC35M_PB2	wt	2175	2250	SC35M_HA	wt	950	1025	2218	989
1330	SC35M_PB2	wt	2050	2125	SC35M_HA	wt	1250	1300	2097	1277
1331	SC35M_PB2	wt	2175	2250	SC35M_HA	wt	1325	1375	2226	1349
1332	SC35M_PB2	wt	1625	1725	SC35M_HA	wt	725	800	1681	762
1333	SC35M_PB2	wt	1475	1575	SC35M_HA	wt	950	1025	1527	986
1334	SC35M_PB2	wt	1850	1950	SC35M_HA	wt	500	575	1897	535
1335	SC35M_PB2	H2	1850	1900	SC35M_HA	H2	800	875	1888	831
1336	SC35M_PB2	H2	2100	2175	SC35M_HA	H2	1300	1375	2139	1339
1337	SC35M_PB2	wt	950	1075	SC35M_HA	wt	725	800	1040	764
1338	SC35M_PB2	wt	175	225	SC35M_HA	wt	1600	1675	213	1639
1339	SC35M_PB2	wt	975	1050	SC35M_HA	wt	1125	1200	1030	1156
1340	SC35M_PB2	wt	1075	1150	SC35M_HA	wt	1625	1675	1123	1646
1341	SC35M_PB2	wt	1350	1425	SC35M_HA	wt	550	625	1380	596
1342	SC35M_PB2	wt	2050	2125	SC35M_HA	wt	550	560	2099	559
1343	SC35M_PB2	wt	1775	1850	SC35M_HA	wt	1050	1125	1830	1068
1344	SC35M_PB2	wt	2075	2150	SC35M_HA	wt	950	1050	2099	992
1345	SC35M_PB2	wt	2025	2125	SC35M_HA	wt	1075	1150	2062	1100
1346	SC35M_PB2	H2	835	900	SC35M_HA	H2	25	75	883	60
1347	SC35M_PB2	H2	835	925	SC35M_HA	H2	82	150	883	101
1348	SC35M_PB2	4xmut	1075	1200	SC35M_HA	4xmut	475	575	1139	532
1349	SC35M_PB2	MmtoHA51	1875	1925	SC35M_HA	MmtoHA51	225	287	1903	260
1350	SC35M_PB2	H2	775	825	SC35M_HA	H2	25	87	824	60
1351	SC35M_PB2	H2	775	825	SC35M_HA	H2	75	150	824	104
1352	SC35M_PB2	H2	500	575	SC35M_HA	H2	300	350	559	328
1353	SC35M_PB2	H1	700	750	SC35M_HA	H1	350	400	722	365
1354	SC35M_PB2	H1	775	825	SC35M_HA	H1	350	400	813	365
1355	SC35M_PB2	H2	87	125	SC35M_HA	H2	850	925	101	884
1356	SC35M_PB2	H1	25	75	SC35M_HA	H1	800	850	71	822
1357	SC35M_PB2	H1	650	700	SC35M_HA	H1	1575	1610	650	1579
1358	SC35M_PB2	H2	1875	1950	SC35M_HA	H2	375	425	1927	385
1359	SC35M_PB2	H1	1900	1950	SC35M_HA	H1	675	725	1901	723
1360	SC35M_PB2	H1	1900	1950	SC35M_HA	H1	800	850	1924	831
1361	SC35M_PB2	wt	1500	1625	SC35M_HA	wt	500	575	1554	533
1362	SC35M_PB2	wt	1475	1575	SC35M_HA	wt	725	800	1542	764
1363	SC35M_PB2	H1	1898	1902	SC35M_HA	H1	1125	1175	1901	1142
1364	SC35M_PB2	wt	100	175	SC35M_M	wt	125	200	145	177
1365	SC35M_PB2	wt	225	275	SC35M_M	wt	150	225	256	207
1366	SC35M_PB2	wt	330	360	SC35M_M	wt	425	460	353	444
1367	SC35M_PB2	wt	275	325	SC35M_M	wt	500	550	312	519
1368	SC35M_PB2	wt	175	225	SC35M_M	wt	775	850	201	801
1369	SC35M_PB2	wt	250	325	SC35M_M	wt	775	850	279	804
1370	SC35M_PB2	wt	525	575	SC35M_M	wt	50	100	545	82
1371	SC35M_PB2	wt	450	525	SC35M_M	wt	150	225	494	197
1372	SC35M_PB2	wt	625	700	SC35M_M	wt	100	175	682	146
1373	SC35M_PB2	wt	450	500	SC35M_M	wt	575	650	472	603
1374	SC35M_PB2	wt	525	575	SC35M_M	wt	425	500	545	464
1375	SC35M_PB2	wt	550	600	SC35M_M	wt	775	825	579	799
1376	SC35M_PB2	wt	650	700	SC35M_M	wt	775	850	664	802
1377	SC35M_PB2	wt	825	875	SC35M_M	wt	125	175	847	158
1378	SC35M_PB2	wt	975	1050	SC35M_M	wt	50	100	1001	66
1379	SC35M_PB2	wt	950	1025	SC35M_M	wt	150	200	993	174
1380	SC35M_PB2	wt	700	775	SC35M_M	wt	475	525	750	495
1381	SC35M_PB2	wt	825	900	SC35M_M	wt	425	525	845	490
1382	SC35M_PB2	wt	975	1025	SC35M_M	wt	425	475	1004	446
1383	SC35M_PB2	wt	1075	1150	SC35M_M	wt	450	525	1126	490
1384	SC35M_PB2	wt	1025	1100	SC35M_M	wt	600	675	1071	643
1385	SC35M_PB2	wt	950	1025	SC35M_M	wt	775	850	1000	805
1386	SC35M_PB2	wt	825	875	SC35M_M	wt	800	850	854	831
1387	SC35M_PB2	4xmut	1250	1300	SC35M_M	4xmut	50	100	1280	83
1388	SC35M_PB2	wt	1500	1575	SC35M_M	wt	25	100	1550	70
1389	SC35M_PB2	wt	1525	1600	SC35M_M	wt	450	525	1584	495
1390	SC35M_PB2	wt	1425	1500	SC35M_M	wt	450	525	1470	494
1391	SC35M_PB2	wt	1275	1350	SC35M_M	wt	575	625	1317	604
1392	SC35M_PB2	wt	1225	1275	SC35M_M	wt	775	825	1249	792
1393	SC35M_PB2	8xmut	1350	1425	SC35M_M	8xmut	775	850	1422	808
1394	SC35M_PB2	8xmut	1450	1525	SC35M_M	8xmut	775	825	1497	800
1395	SC35M_PB2	wt	1600	1675	SC35M_M	wt	775	850	1643	808
1396	SC35M_PB2	wt	1875	1925	SC35M_M	wt	50	100	1900	82
1397	SC35M_PB2	wt	1775	1825	SC35M_M	wt	150	225	1796	189
1398	SC35M_PB2	wt	1700	1775	SC35M_M	wt	400	500	1731	442
1399	SC35M_PB2	wt	1975	2050	SC35M_M	wt	400	500	2011	451
1400	SC35M_PB2	wt	1850	1925	SC35M_M	wt	575	625	1895	610
1401	SC35M_PB2	wt	1875	1925	SC35M_M	wt	775	850	1893	800
1402	SC35M_PB2	wt	1875	1925	SC35M_M	wt	900	975	1890	940
1403	SC35M_PB2	8xmut	2200	2250	SC35M_M	8xmut	50	100	2204	69
1404	SC35M_PB2	wt	2175	2250	SC35M_M	wt	200	250	2218	226
1405	SC35M_PB2	wt	2125	2215	SC35M_M	wt	375	450	2147	413
1406	SC35M_PB2	8xmut	2225	2250	SC35M_M	8xmut	475	525	2238	497
1407	SC35M_PB2	wt	2225	2300	SC35M_M	wt	600	675	2266	650
1408	SC35M_PB2	wt	2050	2125	SC35M_M	wt	775	850	2098	797
1409	SC35M_PB2	8xmut	2175	2225	SC35M_M	8xmut	775	825	2207	811
1410	SC35M_PB2	wt	2075	2125	SC35M_M	wt	925	975	2096	949
1411	SC35M_PB2	wt	325	400	SC35M_M	wt	275	350	349	327
1412	SC35M_PB2	8xmut	775	875	SC35M_M	8xmut	575	675	815	623
1413	SC35M_PB2	8xmut	1475	1550	SC35M_M	8xmut	175	250	1519	216
1414	SC35M_PB2	wt	700	775	SC35M_M	wt	400	425	737	424
1415	SC35M_PB2	wt	1625	1700	SC35M_M	wt	500	600	1625	500
1416	SC35M_PB2	wt	2075	2125	SC35M_M	wt	400	500	2099	436
1417	SC35M_PB2	H2	1875	1925	SC35M_M	H2	275	350	1893	324
1418	SC35M_PB2	H1	1850	1925	SC35M_M	H1	650	700	1894	652
1419	SC35M_PB2	H1	1575	1625	SC35M_M	H1	575	650	1607	600
1420	SC35M_PB2	wt	300	400	SC35M_NA	wt	325	425	354	371
1421	SC35M_PB2	wt	425	500	SC35M_NA	wt	450	550	467	499
1422	SC35M_PB2	wt	125	200	SC35M_NA	wt	925	1025	159	981
1423	SC35M_PB2	wt	75	150	SC35M_NA	wt	1100	1175	99	1135
1424	SC35M_PB2	wt	250	375	SC35M_NA	wt	1075	1150	337	1109
1425	SC35M_PB2	wt	275	350	SC35M_NA	wt	1325	1400	338	1375
1426	SC35M_PB2	wt	775	875	SC35M_NA	wt	275	350	816	328
1427	SC35M_PB2	wt	600	675	SC35M_NA	wt	375	450	644	416
1428	SC35M_PB2	wt	725	800	SC35M_NA	wt	475	550	770	513
